,toeflScore,greV,greQ,greA,cgpa,cgpaScale,univName
1334,101,163,170,4,0.975,4,University of Wisconsin Madison
1335,106,147,163,3.5,0.901,10,University of Wisconsin Madison
1336,118,167,168,5.5,0.933,10,University of Wisconsin Madison
1337,119,170,130,5.5,0.808,100,University of Wisconsin Madison
1338,90,130,130,3.5,0.64,100,University of Wisconsin Madison
1339,118,164,169,4,0.903,10,University of Wisconsin Madison
1340,115,161,130,3.5,0.851,10,University of Wisconsin Madison
1341,107,155,164,4,0.942,10,University of Wisconsin Madison
1342,108,161,167,4,0.809,10,University of Wisconsin Madison
1343,109,155,163,3,0.864,10,University of Wisconsin Madison
1345,116,163,170,3,0.724,100,University of Wisconsin Madison
1346,114,166,170,4.5,0.945,10,University of Wisconsin Madison
1348,115,159,163,4.5,0.907,10,University of Wisconsin Madison
1349,117,156,161,4,0.853,10,University of Wisconsin Madison
1350,101,165,170,3.5,0.86,10,University of Wisconsin Madison
1351,109,130,170,4,0.904,10,University of Wisconsin Madison
1352,117,165,169,4,0.965,10,University of Wisconsin Madison
1353,112,158,168,5,0.9,10,University of Wisconsin Madison
1354,86,158,130,3,0.93,10,University of Wisconsin Madison
1355,114,152,169,4,0.82,10,University of Wisconsin Madison
1356,110,153,166,4.5,0.82,10,University of Wisconsin Madison
1357,112,161,170,3.5,0.956,10,University of Wisconsin Madison
1358,113,154,166,3.5,0.95,10,University of Wisconsin Madison
1360,114,162,170,5,0.788,10,University of Wisconsin Madison
1361,112,156,162,4,0.957,10,University of Wisconsin Madison
1362,113,161,170,4.5,0.947,10,University of Wisconsin Madison
1367,109,153,170,4,0.925,10,University of Wisconsin Madison
1368,113,159,169,3,0.923,10,University of Wisconsin Madison
1370,110,161,170,3.5,0.797,100,University of Wisconsin Madison
1372,113,156,170,4,0.808,100,University of Wisconsin Madison
1373,100,148,161,3.5,0.87,10,University of Wisconsin Madison
1374,112,130,170,3.5,0,0,University of Wisconsin Madison
1375,108,157,170,3.5,0.991,10,University of Wisconsin Madison
1376,95,143,162,3,0.777,10,University of Wisconsin Madison
1378,105,146,170,4,0.92,10,University of Wisconsin Madison
1379,111,159,163,5,0.932,10,University of Wisconsin Madison
1380,108,152,162,4,0.92,10,University of Wisconsin Madison
1381,105,154,168,3.5,0.943,10,University of Wisconsin Madison
1382,108,152,168,4,0.829,10,University of Wisconsin Madison
1383,114,161,170,4.5,0.8,100,University of Wisconsin Madison
1385,105,153,170,3.5,0.777,10,University of Wisconsin Madison
1386,105,154,166,4,0.929,10,University of Wisconsin Madison
1387,106,155,169,3.5,0.837,10,University of Wisconsin Madison
1388,101,153,162,4,0.959,10,University of Wisconsin Madison
1389,106,152,164,4,0.875,10,University of Wisconsin Madison
1390,118,154,170,4,0.971,10,University of Wisconsin Madison
1391,111,157,164,3.5,0.896,10,University of Wisconsin Madison
1392,108,155,130,170,0.87,10,University of Wisconsin Madison
1393,108,130,170,4,0.57,100,University of Wisconsin Madison
1395,119,130,169,4,0.7,10,University of Wisconsin Madison
1396,110,130,170,5,0.812,10,University of Wisconsin Madison
1397,117,169,170,4.5,0.918,10,University of Wisconsin Madison
1398,110,158,130,161,0.78,100,University of Wisconsin Madison
1399,106,153,161,3,0.58,100,University of Wisconsin Madison
1400,110,160,170,4,0.89,4,University of Wisconsin Madison
1401,110,159,167,5.5,0.861,100,University of Wisconsin Madison
1403,105,150,163,3.5,0.8388,100,University of Wisconsin Madison
1405,110,161,170,4,0.899,10,University of Wisconsin Madison
1406,112,162,169,5,0.922,10,University of Wisconsin Madison
1407,107,146,170,4,0,0,University of Wisconsin Madison
1408,106,158,158,3.5,0.921,10,University of Wisconsin Madison
1409,116,162,164,4,0.935,10,University of Wisconsin Madison
1410,107,130,170,3.5,0.78,100,University of Wisconsin Madison
1411,113,158,166,4.5,0.803,10,University of Wisconsin Madison
1412,114,130,130,4.5,0.73,10,University of Wisconsin Madison
1413,110,145,170,4,0.92,10,University of Wisconsin Madison
1415,114,162,170,3.5,0.87,10,University of Wisconsin Madison
1417,111,162,170,4,0.878,10,University of Wisconsin Madison
1418,109,161,164,3,0.87,10,University of Wisconsin Madison
1419,107,156,163,3.5,0.893,10,University of Wisconsin Madison
1420,109,151,161,3.5,0.754,10,University of Wisconsin Madison
1421,115,161,166,3.5,0.843,10,University of Wisconsin Madison
1422,108,164,170,4,0.7053,100,University of Wisconsin Madison
1424,109,163,170,4,0.89,10,University of Wisconsin Madison
1425,118,170,169,5,0.8,100,University of Wisconsin Madison
1427,116,158,163,4.5,0.824,10,University of Wisconsin Madison
1428,103,151,163,3,0.83,10,University of Wisconsin Madison
1429,117,165,170,6,0.74,100,University of Wisconsin Madison
1430,109,157,168,3,0.895,10,University of Wisconsin Madison
1431,110,152,165,4,0.966,10,University of Wisconsin Madison
1432,108,130,130,4,0.8765,100,University of Wisconsin Madison
1434,114,153,167,4,0.953,10,University of Wisconsin Madison
1435,110,163,170,3.5,0.73,10,University of Wisconsin Madison
1436,106,165,170,3,0.837,100,University of Wisconsin Madison
1437,107,146,163,3.5,0.924,10,University of Wisconsin Madison
1438,112,158,168,4,0.89,10,University of Wisconsin Madison
1439,112,159,170,3,0.9,10,University of Wisconsin Madison
1440,106,153,130,3.5,0.916,10,University of Wisconsin Madison
1441,99,151,162,4,0.876,10,University of Wisconsin Madison
1442,115,166,170,4.5,0.7,100,University of Wisconsin Madison
1443,107,156,164,3,0.819,10,University of Wisconsin Madison
1444,97,130,170,4,0.959,10,University of Wisconsin Madison
1445,108,151,163,4.5,0.94,10,University of Wisconsin Madison
1447,98,147,160,3,0.65,100,University of Wisconsin Madison
1448,110,155,161,4,0.88,100,University of Wisconsin Madison
1449,116,158,170,4,0.8119,100,University of Wisconsin Madison
1450,118,162,164,5,0.95,10,University of Wisconsin Madison
1451,106,148,164,3,0.929,10,University of Wisconsin Madison
1452,119,153,165,4,0.926,10,University of Wisconsin Madison
1453,105,165,170,4,0.906,10,University of Wisconsin Madison
1454,112,154,130,4,0.93,10,University of Wisconsin Madison
1455,105,159,170,3.5,0.71,100,University of Wisconsin Madison
1456,117,168,170,4,0.82,100,University of Wisconsin Madison
1457,102,152,161,4,0.86,10,University of Wisconsin Madison
1458,108,154,169,3.5,0.91,10,University of Wisconsin Madison
1459,110,130,170,4,0.697,10,University of Wisconsin Madison
1460,115,158,167,4,0.97,10,University of Wisconsin Madison
1461,115,157,163,4.5,0.782,100,University of Wisconsin Madison
1462,115,158,164,4.5,0.933,10,University of Wisconsin Madison
1464,110,157,170,4,0.831,10,University of Wisconsin Madison
1465,114,159,170,4,0.86,100,University of Wisconsin Madison
1466,106,130,170,3.5,0.916,10,University of Wisconsin Madison
1467,103,152,166,4,0.91,10,University of Wisconsin Madison
1468,109,162,170,3.5,0.7902,100,University of Wisconsin Madison
1469,111,159,161,3.5,0.923,10,University of Wisconsin Madison
1470,4,157,130,4,0.861,10,University of Wisconsin Madison
1471,94,149,161,3,0.822,10,University of Wisconsin Madison
1473,118,130,170,4.5,0.8066,100,University of Wisconsin Madison
1474,118,165,170,4.5,0,0,University of Wisconsin Madison
1475,118,165,168,5.5,0.918,10,University of Wisconsin Madison
1476,117,162,163,4.5,0.787,100,University of Wisconsin Madison
1477,110,162,170,4,0.943,10,University of Wisconsin Madison
1478,110,154,170,4,0.732,10,University of Wisconsin Madison
1479,114,155,170,4,0.851,10,University of Wisconsin Madison
1480,102,151,161,3.5,0.72,100,University of Wisconsin Madison
1481,102,151,170,4,0.864,10,University of Wisconsin Madison
1482,112,156,166,3.5,0.877,10,University of Wisconsin Madison
1483,112,161,170,3,0.919,10,University of Wisconsin Madison
1484,101,147,168,3.5,0.929,10,University of Wisconsin Madison
1485,113,162,169,3.5,0.892,10,University of Wisconsin Madison
1488,111,158,162,3.5,0.82,10,University of Wisconsin Madison
1489,116,157,169,4,0.883,10,University of Wisconsin Madison
1490,112,130,170,4,0.881,10,University of Wisconsin Madison
1491,117,165,170,5,0.85,10,University of Wisconsin Madison
1492,116,130,170,4,0.937,10,University of Wisconsin Madison
1493,109,158,170,3.5,0.932,10,University of Wisconsin Madison
1494,107,166,165,3.5,0.97,10,University of Wisconsin Madison
1495,7,146,158,3.5,0.0798,100,University of Wisconsin Madison
1496,92,155,170,3,0.926,10,University of Wisconsin Madison
1497,111,158,130,4,0.81,10,University of Wisconsin Madison
1498,111,154,169,4.5,0.8,100,University of Wisconsin Madison
1499,105,161,170,3.5,0.847,10,University of Wisconsin Madison
1500,99,156,166,4,0.886,10,University of Wisconsin Madison
1501,114,162,165,5.5,0.975,10,University of Wisconsin Madison
1502,112,161,166,4,0.935,10,University of Wisconsin Madison
1503,112,163,170,4,0.9,10,University of Wisconsin Madison
1504,109,149,165,3.5,0.973,10,University of Wisconsin Madison
1505,111,162,165,4,0.904,10,University of Wisconsin Madison
1506,110,157,169,3.5,0.987,10,University of Wisconsin Madison
1507,96,145,165,3.5,0.912,10,University of Wisconsin Madison
1508,110,130,130,4,0.83,100,University of Wisconsin Madison
1509,115,130,170,4,0.912,5,University of Wisconsin Madison
1510,107,166,170,4,0.839,10,University of Wisconsin Madison
1511,102,130,170,5,0.91,10,University of Wisconsin Madison
1512,115,156,170,4,0.961,10,University of Wisconsin Madison
1513,112,157,168,4,0.91,10,University of Wisconsin Madison
1514,116,162,165,4,0.88,10,University of Wisconsin Madison
1515,102,159,168,3,0,0,University of Wisconsin Madison
1516,113,161,170,4,0.7936,100,University of Wisconsin Madison
1517,108,153,167,4.5,0.854,10,University of Wisconsin Madison
1518,118,157,170,3.5,0.964,10,University of Wisconsin Madison
1519,111,161,169,3.5,0.866,10,University of Wisconsin Madison
1520,91,130,166,3,0.793,100,University of Wisconsin Madison
1521,116,166,130,4,0.8011,100,University of Wisconsin Madison
1522,116,161,169,4.5,0.789,10,University of Wisconsin Madison
1523,104,151,170,3,0.832,10,University of Wisconsin Madison
1524,113,158,165,3.5,0.84,10,University of Wisconsin Madison
1525,113,158,170,4,0.855,10,University of Wisconsin Madison
1527,114,157,166,4,0.97,10,University of Wisconsin Madison
1528,112,160,161,5,0.898,10,University of Wisconsin Madison
1529,100,156,159,3,0.797,10,University of Wisconsin Madison
1530,106,153,167,4.5,0.927,10,University of Wisconsin Madison
1531,108,130,170,4,0.916,10,University of Wisconsin Madison
1532,92,154,156,3.5,0.67,100,University of Wisconsin Madison
1533,99,149,160,4,0.918,10,University of Wisconsin Madison
1534,108,157,170,3.5,0.8908,10,University of Wisconsin Madison
1535,114,165,130,4,0.76,100,University of Wisconsin Madison
1536,102,159,164,3.5,0.85,10,University of Wisconsin Madison
1537,101,164,168,3.5,0.861,10,University of Wisconsin Madison
1538,98,149,159,2.5,0.6826,100,University of Wisconsin Madison
1539,120,168,170,6,0.79,100,University of Wisconsin Madison
1540,103,157,164,3,0.841,10,University of Wisconsin Madison
1541,93,145,158,3.5,0.834,10,University of Wisconsin Madison
1542,115,130,170,4.5,0.799,10,University of Wisconsin Madison
2215,107,130,130,5.5,0.59,100,University of Washington
2216,111,154,161,4.5,0.785,10,University of Washington
2217,114,156,163,4,0.784,10,University of Washington
2219,101,150,160,4,0.725,100,University of Washington
2220,111,157,166,3.5,0.837,10,University of Washington
2221,112,160,164,4.5,0.79,10,University of Washington
2223,112,157,166,3.5,0.938,10,University of Washington
2225,111,152,156,5,0.74,100,University of Washington
2226,117,162,170,4.5,0.67,100,University of Washington
2229,116,152,167,4,0.947,10,University of Washington
2230,112,161,164,3.5,0.63,100,University of Washington
2231,106,159,168,3.5,0.65,100,University of Washington
2232,101,151,162,3.5,0.92,10,University of Washington
2233,108,157,168,4,0.63,100,University of Washington
2234,108,158,170,4,0.856,10,University of Washington
2235,111,156,130,3.5,0.68,100,University of Washington
2236,103,154,165,3.5,0.955,10,University of Washington
2237,99,150,160,3,0.761,100,University of Washington
2238,111,149,130,4.5,0.63,100,University of Washington
2239,108,152,166,3.5,0.913,10,University of Washington
2240,112,159,130,4.5,0.691,100,University of Washington
2241,105,152,159,4,0.63,100,University of Washington
2242,93,164,170,3,0.73,100,University of Washington
2244,119,167,170,6,0.751,100,University of Washington
2246,102,163,163,3,0.63,100,University of Washington
2248,100,130,130,4,0.75,10,University of Washington
2249,115,158,166,4,0.9098,10,University of Washington
2250,108,149,169,3.5,0.8,10,University of Washington
2251,111,158,165,3.5,0.6612,100,University of Washington
2252,117,157,162,4.5,0.68,10,University of Washington
2253,109,154,159,4.5,0.56,100,University of Washington
2254,112,152,165,4.5,0.748,10,University of Washington
2255,111,159,130,3,0.6666,100,University of Washington
2256,102,148,167,4,0.71,100,University of Washington
2257,109,157,165,3.5,0.81,100,University of Washington
2258,105,157,163,4,0.597,100,University of Washington
2259,108,154,165,4,0.7519,100,University of Washington
2260,113,154,167,4,0.92,10,University of Washington
2261,106,130,170,3,0.7363,100,University of Washington
2262,106,154,162,4,0.071,100,University of Washington
2264,103,130,167,4,0,0,University of Washington
2265,107,149,158,4,0.599,100,University of Washington
2267,107,156,160,4,0.71,100,University of Washington
2268,100,152,164,4,0.777,100,University of Washington
